NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage,Simulated Ncycles,Simulated Execution Time (s)
24,88,4,2,82.32323232323232,0.0056987297239947,10,44320.0,21800,880,0.4727619708535739,3.715909090909091,3.715909090909091,5.866666666666667e-06,120,917,6.113333333333333e-06
24,96,4,2,81.56565656565657,0.0059378561196707,9,42192.0,20772,864,0.4722626409603492,3.60625,3.60625,5.76e-06,120,900,6e-06
24,12,4,8,81.81818181818183,0.0046405236086988,30,93480.0,46200,720,0.48492736585775464,9.625,4.849273658577546,9.527200000000001e-06,240,767,5.113333333333333e-06
28,80,4,2,81.56565656565657,0.0057380169868705,9,39888.0,19620,720,0.47072936660268716,4.0875,4.0875,4.8e-06,120,760,5.066666666666667e-06
28,88,4,2,82.07070707070707,0.0056746865041146,9,42192.0,20772,792,0.4722626409603492,3.934090909090909,3.934090909090909,5.28e-06,120,832,5.546666666666666e-06
28,96,4,2,81.56565656565657,0.0056540943205297,9,44496.0,21924,864,0.473643276875216,3.80625,3.80625,5.76e-06,120,904,6.026666666666667e-06
28,12,4,8,81.81818181818183,0.0046782773438863,26,87672.0,43368,728,0.4847536439238129,8.935714285714287,4.847536439238129,8.9464e-06,240,771,5.14e-06
32,80,4,2,81.81818181818183,0.0053016645788109,10,46880.0,23080,800,0.4741946088099934,4.3275,4.3275,5.333333333333334e-06,120,845,5.633333333333333e-06
32,88,4,2,81.81818181818183,0.0052366730789361,10,49440.0,24360,880,0.4754840724547158,4.152272727272728,4.152272727272728,5.866666666666665e-06,120,925,6.166666666666666e-06
32,96,4,2,81.56565656565657,0.0052137983762588,10,52000.0,25640,960,0.4766508030933968,4.00625,4.00625,6.4000000000000006e-06,120,1005,6.7e-06
32,12,4,8,81.81818181818183,0.0039434447594779,33,119724.0,59268,1056,0.487738240231739,8.41875,4.87738240231739,1.21516e-05,240,1106,7.373333333333334e-06
8,80,8,2,81.56565656565657,0.0047129663136685,25,91400.0,44900,2000,0.48180101296248606,3.3675,3.3675,1.3333333333333332e-05,200,2036,1.3573333333333333e-05
8,88,8,2,82.07070707070707,0.0049427503499761,22,86064.0,42328,1936,0.4817883809870698,3.2795454545454543,3.2795454545454543,1.2906666666666668e-05,200,1969,1.3126666666666667e-05
